"TRAAAGF12903CEC202","Halvdan Sivertsen","Små Ord"
"TRCTSIB128F4263712","Neil Diamond","Have Yourself A Merry Little Christmas"
"TRCTTEM128F42B2E58","Carly Simon","Quiet Evening"
"TRCTULA128F9309025","Enrique Iglesias / Kelis","Not In Love"
"TRCTUVO128F428C343","Kym Marsh","Cry"
"TRCTVXC128F93001E7","Tarkan","Dudu"
"TRCTVZW128F92EE6DF","Gabriella Cilmi","Sweet About Me"
"TRCTXOE128F425EA32","Leona Lewis","The Best You Never Had"
"TRCTYUL128E07916E4","All Saints","Lady Marmalade (Sharp South Park Vocal Remix)"
"TRCUCFF128F92C6169","Bethany Dillon","Dreamer"
"TRCUDHE128E0783F27","Scissor Sisters","Music Is The Victim"
"TRCUDHV128F933082A","Kelly Clarkson","Walk Away"
"TRCUDTL128F9321008","Maldita Nerea","Cosas Que Suenan A..."
"TRCUFNO128F427353E","Lily Holbrook","Three Inch Heels"
"TRCUGHC128F932AB1F","Brothers Johnson","Strawberry Letter 23 (Album Version)"
"TRCUIKC128F93210D8","Lighthouse Family","High"
"TRCUITI128F42982DB","Spice Girls","Take Me Home"
"TRCUJBP128F428AC92","Andy & Lucas","Mirame A La Cara"
"TRCUJQF128F1463591","Burt Bacharach","What The World Needs Now Is Love"
"TRCUKHR128F92DF656","Sara Bareilles","Love Song"
"TRCUMLY128EF340B33","Fangoria","Criticar por criticar"
"TRCUMVE128F9327F92","Ace of Base","Never Gonna Say I'm Sorry - Sweetbox Funky Mix"
"TRCUPLI128F9352959","Lisa Miskovsky","Mary"
"TRCUPWL128F4242E09","Kelly Key","Bad Boy - Remix"
"TRCUQDV128F14AEBB3","The Lilac Time","You've Got To Love"
"TRCUQFL128E0799386","Rachel Stevens","I Will Be There"
"TRCUQNW128F4296AA3","Rino Gaetano","Le Beatitudini"
"TRCUSCU128F935580F","Army Of Lovers","Candyman Messiah"
"TRCUTXO128F428EC47","Tiny Dancers","20 To 9"
"TRCUULD128F42AAF9C","Ulla Meinecke","Ein großes Herz"
"TRCUVMV128F146EB60","The Communards","Matter Of Opinion"
"TRCUWIN128F92F8F7C","The Duckworth Lewis Method","Jiggery Pokery"
"TRCUWRZ128F425A8CE","Lee Ryan","How Do I"
"TRCUXTX12903D06F2F","Madleen Kane","Cheri"
"TRCUZFH128F425A734","Rick Astley","Never Knew Love"
"TRCVABP12903CE8ACA","The Chap","Obviously"
"TRCVBSY128E0788DAF","Lindsay Lohan","Something I Never Had"
"TRCVDRS128F4257BFA","Kate Voegele","I Get It"
"TRCVFOK128F92E7FB0","Uniting Nations","Do It Yourself (Radio Edit)"
"TRCVIGG128F9301009","The Chordettes","Zorro"
"TRCVJBQ128F92C281B","Céline Dion","Femme comme chacune"
"TRCVJRP12903C9E0CF","Genki Rockets","Heavenly Star (Aurora Remix)"
"TRCVJWV128F931DD86","Tony Moran","On The Edge"
"TRCVLJD128F9311C67","Enrique Iglesias","Ring My Bells"
"TRCVLJW128F149AC46","2raumwohnung","Bleib Doch Bis Es Schneit"
"TRCVNHH128F42820FD","Shawn Colvin","I'll Be Back"
"TRCVPWU128F42993F2","Backstreet Boys","That's What She Said"
"TRCVSDT128F424C631","Joe Jonas","Gotta Find You"
"TRCVTMK128F93011EE","Kate Ryan","I Surrender"
"TRCVTQN128F4263202","KT Tunstall","Little Favours"
"TRCVUEM12903CB61A2","Tiago Iorc","Ticket to Ride"
"TRCVUTV128F92CDB3F","Vanessa Paradis","La Melodie"
"TRCVXUR12903CE6E99","Selena Gomez & The Scene","I Don't Miss You At All"
"TRCVYFE128F422BC7F","Elisa","Asile's World"
"TRCVYQM128F934B8A1","Madison Avenue","Don't Call Me Baby"
"TRCVYSW12903D03974","Modern Talking","Keep Love Alive"
"TRCWAZN128F92E507C","Julie Zenatti","(Tango) Princesse"
"TRCWBCQ128F425E861","Duran Duran","Zoom In"
"TRCWBOO128F4226FBF","Di Leva","Vi har bara varandra"
"TRCWBVP128F933E4BD","Mitchel Musso","Do It Up"
"TRCWDLZ128F4264C6F","Neil Diamond","America"
"TRCWGHS128F425C2DA","Swing Out Sister","Surrender"
"TRCWHEW12903CFEFB5","La Casa Azul","La Gran Mentira"
"TRCWISP128F14B026E","Black Box","Fantasy"
"TRCWJEN128E0782564","Neneh Cherry","Kisses On The Wind"
"TRCWJKZ128F930E0E1","Chic","Good Times"
"TRCWLHQ128F4265F8A","Micheal Bolton","Steel Bars"
"TRCWLTR128F42665A1","Bløf","Schilder Me Rood"
"TRCWONN12903CB6914","Cheryl Cole / will.i.am","3 Words"
"TRCWPLV128F93445A8","Louis Chedid","Triste et malheureux comme la pierre"
"TRCWPSW128F425F3E1","Antti Tuisku","Ota Kuva"
"TRCWQSH128F92F2C5F","Jessica Simpson","I Have Loved You"
"TRCWRRN12903CD3066","Miguel Bosé","Linda"
"TRCWUUG128F42980F2","Amy MacDonald","Somebody New"
"TRCWWWM128F425A56C","Håkan Hellström","Uppsnärjd I Det Blå"
"TRCWXAH128F9326F8E","Howard Jones","Straight Ahead"
"TRCWXKL128F4259771","Gloria Gaynor","Reach Out I'll Be There"
"TRCWYVJ128F42ADCB2","Ice Mc","Dark Night Rider"
"TRCWYXW128F426E4AE","Engelbert Humperdinck","Spanish Eyes"
"TRCWZOX128F421DEE9","Rupaul","Hollywood U.S.A. (Pigeon Forge Vocal)"
"TRCXADO128F92DF704","Inner City","Good Life"
"TRCXATA128F42A48B8","Luca Carboni","Virtuale"
"TRCXCBV128F428E469","Westlife","Drive (For All Time)"
"TRCXCHD128F1469659","Feargal Sharkey","Bitter Man"
"TRCXDAM128F4295A01","Dubstar","My Start In Wallsend"
"TRCXDVO128E0798D12","Madonna","Angel (Album Version)"
"TRCXISX128EF343A38","Maya Saban","Hautnah"
"TRCXJOO128F92C47A3","Britney Spears","That's Where You Take Me"
"TRCXLBU128F9301057","Cerrone","Je Suis Music"
"TRCXMMW128F1459435","Tavares","Whodunit"
"TRCXNTQ128F93165B2","Kris Allen","Let It Rain"
"TRCXODS128F42A7CF8","Lucie Silvas","Twisting The Chain"
"TRCXOMV128F4252C59","The Mutton Birds","Dominion Road"
"TRCXOOK128F1486E83","Robbie Williams","The 80's"
"TRCXPEX128F147335E","Perry Blake","These young dudes"
"TRCXPZL128F147B867","Agnetha Fältskog","Past_ present and future"
"TRCXQWD128F148C3E5","Sugababes","Too Lost In You"
"TRCXQWP128F42B82E0","Whitney Houston & Deborah Cox","Same Script_ Different Cast"
"TRCXSMY128F14A37DE","DJ Bobo","Tell Me When"
"TRCXSRE12903CB28B3","A-Ha","Take On Me (Album Version)"
"TRCXTMG12903CABB4E","FFH","Jesus Speak To Me"
"TRCXUAF12903CB100C","Jota Quest","Seis E Trinta"
"TRCXVLW128F4274E9A","France Gall","A Banda (Zwei Apfelsinen im Haar)"
"TRCXYQA12903CBEBD3","the bird and the bee","Private Eyes"
"TRCXZIB12903C99CC8","Maria Arredondo","Burning"
"TRCYAYD128F92F3758","Michael Jackson","Why You Wanna Trip On Me"
"TRCYBNA128F1459AE0","Leona Naess","One Kind Of Love"
"TRCYBNV12903D08524","Nick Jonas & The Administration","Olive & An Arrow"
"TRCYCUC128F930729A","The Lemon Pipers","Green Tambourine"
"TRCYCZB128F146E52A","Right Said Fred","Hollywood Ending"
"TRCYEWM128F42693FC","Shawn Colvin","When You Know"
"TRCYIZC128E0789756","Atomic Kitten","No One Loves You (Like I Love You)"
"TRCYJKE128F424ECC1","Tristan Prettyman","Madly"
"TRCYJWQ12903CFEFB9","La Casa Azul","Una Cosa O Dos"
"TRCYJYP12903CA8DE0","Lawrence Welk","Bubbles In The Wine"
"TRCYKDT128F425AD85","Nick Lachey","Beautiful"
"TRCYKPK128F92CF013","Charlie Gracie","I Looked For You"
"TRCYMES12903C9FE94","The Crystals","I Love You Eddie"
"TRCYMJC128F147ADA6","McFly","Met This Girl"
"TRCYMWR128E07811E2","Frankee","Who The Hell Are You"
"TRCYOOG128F425C1DC","Lindsay Lohan","Confessions Of A Broken Heart (Daughter To Father)"
"TRCYOVK128F9355815","Army Of Lovers","I Cross The Rubicon"
"TRCYPRS128F4267E6D","Johnny Mathis","99 Miles From L.A."
"TRCYQFE128F42ADA40","Shakira","Animal City"
"TRCYRBK128F930C620","Britt Nicole","How We Roll"
"TRCYSKW128E0795EA2","A-Ha","To Let You Win"
"TRCYSPD128F4237910","Amanda Ghost","Filthy Mind (Wicked Child Mix)"
"TRCYTRA128F4296269","Britney Spears","Heart"
"TRCYUVX128F92C648A","Rebecka Törnqvist","While You Hesitate"
"TRCYYTY12903CB5570","Natalie Grant","I Am Not Alone"
"TRCZCWF128F429F09D","Kid Creole & The Coconuts","Love Train"
"TRCZDJU128E0792695","Samantha Mumba","Don't Need You To (Tell Me I'm Pretty)"
"TRCZERZ12903D06FEA","JJ","Intermezzo"
"TRCZGXJ128F42737B8","Cyndi Lauper","I'm Gonna Be Strong"
"TRCZIJK128F428FDAD","Die Prinzen","Mein bester Freund"
"TRCZJAE128F42ADEAA","Westlife","If I Let You Go"
"TRCZJLV128F4288D8F","Evelyn \"Champagne\" King","I Don't Know If It's Right"
"TRCZJUV128F92EF9BC","Junior Senior","Rhythm Bandits"
"TRCZKQX128F14750C8","Emma Bunton","We're Not Gonna Sleep Tonight"
"TRCZLHQ128F148527D","THE CHIFFONS","Lucky Me"
"TRCZLIA128F92E5F78","Johnny Logan","Hold Me Now"
"TRCZMNH128F147000E","Robbie Williams","Sin Sin Sin (Single Version)"
"TRCZOYB128F145C254","Jem","Amazing Life"
"TRCZPAV128F425E994","Anna Abreu","Are You Ready"
"TRCZPCO128F9343275","Pixie Lott","The Way The World Works"
"TRCZPIS128F42B3012","Sarah McLachlan","Have Yourself A Merry Little Christmas"
"TRCZSJS12903CA93B5","Amy Pearson","Fool"
"TRCZSPS128F146FFAA","Helen Reddy","I Didn't Mean To Love You"
"TRCZSQR128F4272F83","Chris De Burgh","Natasha Dance"
"TRCZSVS128F1486E77","Robbie Williams","The Actor"
"TRCZTOO128F9311DF5","Joe Brown And The Bruvvers","A Picture Of You"
"TRCZTXX128F9320718","Don Cornell","I'm Yours"
"TRCZWXQ128F9300D90","The Chordettes","The Wedding"
"TRCZXJY128F425A5A6","Natalie Imbruglia","Leave Me Alone"
"TRCZYHG128F425E975","PMMP","Päät soittaa"
"TRCZZHL128F1464D22","Lene Marlin","Fight Against The Hours"
"TRDAAAI128F14ADCCB","Bethany Dillon","Aimless"
"TRDABHX128F42ACE76","Maroon 5","Makes Me Wonder"
"TRDABQJ128F93229F0","Jennifer Lopez","Do It Well"
"TRDABSP128EF34334E","Anna Ternheim","A Voice To Calm You Down"
"TRDABXJ128F42607D8","Aly & AJ","I'm Here"
"TRDACGN128F42A34DE","Stephanie McIntosh","Sink Like A Stone"
"TRDACKO128F9332C4E","Paolo Nutini","Simple Things (album)"
"TRDADCH128F92E6B99","Ozark Henry","Jocelyn_ It's Crazy We Ain't Sixteen Anymore"
"TRDADSY128F425A66A","Westlife","What Makes A Man"
"TRDAFUM128F14650D4","Atomic Kitten","Somebody Like You"
"TRDAGCY128F93210DD","Lighthouse Family","Lost In Space"
"TRDAHGP128F92DF662","The Trammps","Hold Back The Night"
"TRDAHMA128F42A2FCE","Lisa Stansfield","Set Your Loving Free"
"TRDAIEH128E07933BA","Lighthouse Family","Happy"
"TRDAIGR128E078FC1F","Kym Marsh","Standing Tall"
"TRDAIJH128F42A4039","Rino Gaetano","Nel Letto Di Lucia"
"TRDAKPF128F92F5F1A","Aaron Carter","Without You (There'd Be No Me)"
"TRDAMZT128F1463B80","Let Loose","Seventeen"
"TRDAOKN128F429D89B","Engelbert Humperdinck","Les Bicyclettes De Belsize"
"TRDAQKC128F42B79E0","Army Of Lovers","La Plage De Saint Tropez"
"TRDAQLE128E078F412","McFly","No Worries"
"TRDASGQ128F9347A02","Veronica Maggio","Stopp"
"TRDATVL128F4241F54","Carol Douglas","Doctors Orders"
"TRDAVGN12903CE81C7","Dario G","Carnaval De Paris (12\" Mix)"
"TRDAWDU128E078634C","Erasure","Lay All Your Love On Me"
"TRDAXOO128E07922B6","Ronan Keating","She Gets Me Inside"
"TRDAXPX128F4294237","Moca","flotter tag"
"TRDAYKQ128F429782C","Hombres G","Solo Me Faltas Tu"
"TRDBACY128F4278C86","Hepburn","Waiting For God"
"TRDBAVG128F42BCE4F","Natasha Bedingfield","Backyard"
"TRDBBZB128F931087A","Lara Fabian","Le Tour Du Monde"
"TRDBDEI128F930620F","Village People","5' O'Clock In the Morning"
"TRDBDVZ128F934C7EC","Big Money","Rich and Famous"
"TRDBEFD128F425DF95","PMMP","Synestesia"
"TRDBEJZ128F9343254","Pixie Lott","Band Aid"
"TRDBFMU128F9312CF0","The Mamas & The Papas","Twelve Thirty (Young Girls Are Coming To The Canyon)"
"TRDBGAT128F145303B","Nelly Furtado","Picture Perfect"
"TRDBGND128F92E9500","Anna Järvinen","Koltrast"
"TRDBHBV12903CCFBC5","Cher","Alive Again"
"TRDBHKC128F42A3A97","Kelly Clarkson","You Found Me"
"TRDBJEE128F4294C88","Fergie","Pedestal"
"TRDBJPO128EF342720","Bananarama","Nathan Jones [Psycho 7\" Edit]"
"TRDBJRM128F148BC46","McFly","Star Girl"
"TRDBMCY128F4298BF1","Lucio Dalla","4/3/1943"
"TRDBNDL128F1463521","Rachel Stevens","Funky Dory"
"TRDBPUU128F1465746","Amaral","De La Noche A La Mañana"
"TRDBQSA128F92E34BD","Antti Tuisku","Salaisuus"
"TRDBROA128F9316B1A","Askil Holm","How Long Will I love You?"
"TRDBRSI128F14949FC","Cristina Donà","Risalendo"
"TRDBSQY128F42826AB","Kristin Chenoweth","There Will Never Be Another"
"TRDBTIY128F92FED4B","Just Jack","Glory Days"
"TRDBUWK128F427F076","Acda & De Munnik","Wees Niet Bang"
"TRDBVCF12903CA6C6A","Barry Manilow","Another Life"
"TRDBVNR128F145E072","Ashlee Simpson","La La"
"TRDBXGJ128F932A446","Alphabeat","Fascination"
"TRDBYYG128F92E5D29","Darren Hayes","Dirty"
"TRDBYZU128F932D6BC","Kelly Sweet","Raincoat"
"TRDBZGS128F1462E4C","Pet Shop Boys","Birthday Boy"
"TRDBZZF128E0795612","Miguel Bose","Nena"
"TRDCBCB128F92FCE6D","Happoradio","Pois Kalliosta"
"TRDCCJH128F429EF80","Sister Sledge","We Are Family"
"TRDCCJL128F9314F23","Marte Wulff","Carousel (of love)"
"TRDCDRW128F931FAFB","Demi Lovato","La La Land"
"TRDCDVA128F421DEFD","Rupaul","My Love Sees No Color (Matheos' Dancin' Belly Mix)"
"TRDCHKJ128F92EB870","Gloria Gaynor","Can't Take My Eyes Off Of You"
"TRDCHQG128F92E1521","Sophie Zelmani","Sorrow"
"TRDCJQP128F42B848B","Darlene Zschech","Miracle"
"TRDCLEN128F92DBF5A","Maria Mena","Miss You Love"
"TRDCLMJ128F428F30D","Topmodelz","Your Love"
"TRDCNEC128F4258133","Bløf","Opstand"
"TRDCOVS128F931D781","Justin Timberlake Featuring T.I.","My Love"
"TRDCPLK128F9327C35","Jennifer Love Hewitt","BareNaked"
"TRDCQGU12903CA96B5","Erik Hassle","First Time"
"TRDCQXO128F145AFE6","Cher","Until It's Time For You To Go"
"TRDCRCN128F92FD60D","Jean-Jacques Goldman","C'Est Pas Vrai"
"TRDCSDL128F9355D56","The Cardigans","Been It"
"TRDCTJP12903CB99FD","Philipp Poisel","Unanständig"
"TRDCUZB128F4267347","Wir Sind Helden","Wütend Genug"
"TRDCVHO128F1498A02","The Ronettes","Baby_ I Love You"
"TRDCVHS128F92CF6BA","Dschinghis Khan","Rocking Son Of Dschinghis Khan"
"TRDCVSG12903D05B3E","Cloud One","Flying High"
"TRDCVVK128F4280D67","Jenni Vartiainen","Mustaa kahvia"
"TRDCVYZ128EF33ED95","Klee","Für immer"
"TRDCWGY128F9319B31","Neil Sedaka","Oh! Carol"
"TRDCWYM128F147287A","Bird York","In The Deep (Edit)"
"TRDCXRU128F92C77E5","Colbie Caillat","Bubbly"
"TRDCYVF12903CD50AE","Mandy Moore","Indian Summer"
"TRDDDOC128F428123F","Måns Zelmerlöw","Agent Zero"
"TRDDEGC128F42AC4FF","Backstreet Boys","Safest Place To Hide"
"TRDDEXN128F92E5629","Laith Al-Deen","Der Beginn"
"TRDDIOJ12903CB5919","James Morrison / Nelly Furtado","Broken Strings"
"TRDDKDT128E0782338","Robbie Williams","Don't Do Love"
"TRDDKIZ128F93356D4","Fat & Frantic","Too Late"
"TRDDKKK128F92F8575","Natalie Bassingthwaighte","In His Eyes"
"TRDDLCH12903CB3A59","Gloria Gaynor","Can't Take My Eyes Off You"
"TRDDLHW128F14A3B93","Håkan Hellström","Jag Har Varit I Alla Städer"
"TRDDNHN128F93390B1","Clout","Tender Love"
"TRDDOIQ128F146AF6C","Belinda Carlisle","My Heart Goes Out To You"
"TRDDOLW128F4291CF9","Benabar","Dis-Lui Oui"
"TRDDQSL128F4288048","Lisa Stansfield","I'm Leavin'"
"TRDDRCC128F4261D57","Neil Diamond","Love On The Rocks"
"TRDDSSP128F9362724","El Canto del Loco","Puede Ser"
"TRDDUCF128E0784F39","Lucy Woodward","What's Good For Me (T2 Vocal Up Album Version)"
"TRDDWPB128E0781C9E","Worlds Apart","Sweet Joy"
"TRDDXJX12903D1183C","Peter Luts","The Rain"
"TRDDXOY128F147E1EE","Alesha Dixon","Lipstick"
"TRDDZFN128F425EED4","Michael Jackson","Childhood (Theme From \"Free Willy 2\")"
"TRDEACW128F9313771","Ricki-Lee","Wiggle It"
"TRDEAWY128F92EFEE4","Abba","The Way Old Friends Do"
"TRDEBZG128F92DF995","Weird Al\" Yankovic","Virus Alert"
"TRDEDTO12903CF80A0","KT Tunstall","Suddenly I See (Radio Version)"
"TRDEDVU128F4260106","Westlife","Us Against The World"
"TRDEFOR128EF3430E2","Alizée","J.B.G."
"TRDEHME128F42782F6","Baltimora","Chinese Restaurant"
"TRDEIUT128F92F0EB0","Wayne Fontana","A Groovy Kind Of Love"
"TRDEKRW128F92D73C2","Nena Daconte","(Cuando Mueren) Las Malditas Golondrinas"
"TRDEMHG128F4286C71","Hot Banditoz","Chucu Chucu (El Tren)"
"TRDENDW128F42747AE","Delta Goodrem","Predictable"
"TRDEOUK128F14534CF","A-Ha","White Dwarf"
"TRDEPOC128E0783E34","Vanessa Carlton","Who's To Say"
"TRDEPSD128F92F0F29","Jennifer Paige","Here in the Sun"
"TRDEQQB128F42A24B2","Lucio Battisti","Nessun Dolore"
"TRDERQZ128F92FB3E0","Halvdan Sivertsen","Kjærlighetslandet"
"TRDETCH128F42AD0E6","Maroon 5","Story"
"TRDEUFW128F426B1C9","Céline Dion","If You Asked Me To"
"TRDEUHV128F428DA12","F.I.R.","Revolution"
"TRDEUJM128F42916CC","Britney Spears featuring Madonna","Me Against the Music"
"TRDEUTY128F1469CA4","Julia Fordham","I Thought It Was You"
"TRDEWBL128F92E46EE","Tina Turner","Addicted To Love (Live)"
"TRDEYQO128F92D333D","Cerrone","The only one"
"TRDEZNF128F427F89D","Manuel Carrasco","Cariño Esperame"
"TRDFCNB128F425E242","Annie Lennox","Through The Glass Darkly"
"TRDFCZZ128F42842EB","Cyndi Lauper","Someone Like Me"
"TRDFFPR128F14801B3","Cher","Song For The Lonely (Almighty mix)"
"TRDFGIG128F4265B6D","The Jacksons","Don't Stop 'Til You Get Enough (Live from the 1981 U.S. Tour)"
"TRDFGIU128E07918E2","The Mamas & The Papas","Dedicated To The One I Love"
"TRDFGJS128E0795F62","Sugababes","Promises"
"TRDFGKU128F9307788","Demi Lovato","This Is Me (Acoustic Full Version)"
"TRDFHRV128F422E050","Emily Osment","I Don't Think About It"
"TRDFJKT128E0788F8B","Mis-Teeq","All I Want"
"TRDFJMY12903D0FE5F","Spinvis","Op Een Ochtend In Het Heelal"
"TRDFKQX128F92EF8E3","Bizarre Inc","Playing With Knives [Quadrant Mix}"
"TRDFMMG128F4294091","Siobhan Donaghy","Coming Up For Air"
"TRDFQLP128EF3448D8","Fangoria","Ni contigo ni sin ti"
"TRDFRSK128F425BAD3","Mandy Moore","Senses Working Overtime"
"TRDFTGZ128F42A95A3","Simone Cristicchi","Vorrei Cantare Come Biagio"
"TRDFWEK128F92F21BC","Shakira","Men In This Town"
"TRDFWHU128F93065EC","Marmalade","Reflections Of My Life"
"TRDFWJX128F42614DD","Ann Lee","Top Of The World"
"TRDFYWZ128F93023FD","Danser Med Drenge","Gør vi det godt nok?"
"TRDGAGP128F93368BC","Westlife","Leaving"
"TRDGBNH128F1499FAC","Jann Arden","Ode To A Friend"
"TRDGBXB128F14951A6","Nichole Nordeman","Crimson"
"TRDGDWE128F42922D0","Samuele Bersani","Coccodrilli"
